Combo #,Median Image Size,F1 Score,Precision,Recall,Image Count,F1 Diff
2078,90166.58571428571,0.2753623188405797,0.5,0.19,70,-0.028785146597208322
2079,90136.33333333333,0.22900763358778625,0.4838709677419355,0.15,60,-0.07513983185000178
2080,79011.0101010101,0,0.0,0.0,99,-0.30414746543778803
2081,79003.38888888889,0,0.0,0.0,90,-0.30414746543778803
2082,78997.3375,0,0.0,0.0,80,-0.30414746543778803
2083,78977.31428571428,0,0.0,0.0,70,-0.30414746543778803
2084,78956.96666666666,0,0.0,0.0,60,-0.30414746543778803
2085,86364.92857142857,0,0.0,0.0,98,-0.30414746543778803
2086,86487.91011235955,0,0.0,0.0,89,-0.30414746543778803
2087,86682.16455696203,0,0.0,0.0,79,-0.30414746543778803
2088,86827.95652173914,0,0.0,0.0,69,-0.30414746543778803
2089,87105.06779661016,0,0.0,0.0,59,-0.30414746543778803
2090,10478.163265306122,0,0,0.0,98,-0.30414746543778803
2091,11143.943820224718,0,0,0.0,89,-0.30414746543778803
2092,12036.493670886075,0,0,0.0,79,-0.30414746543778803
2093,12852.449275362318,0,0,0.0,69,-0.30414746543778803
2094,13890.898305084746,0,0,0.0,59,-0.30414746543778803
2095,79025.80808080808,0,0.0,0.0,99,-0.30414746543778803
2096,79019.66666666667,0,0.0,0.0,90,-0.30414746543778803
2097,79015.65,0,0.0,0.0,80,-0.30414746543778803
2098,78998.24285714286,0,0.0,0.0,70,-0.30414746543778803
2099,78981.38333333333,0,0.0,0.0,60,-0.30414746543778803
2100,46251.78787878788,0.6464646464646464,0.6530612244897959,0.64,99,0.3423171810268584
2101,46239.26666666667,0.6349206349206349,0.6741573033707865,0.6,90,0.33077316948284685
2102,46228.1375,0.6222222222222222,0.7,0.56,80,0.3180747567844342
2103,46212.04285714286,0.6000000000000001,0.7285714285714285,0.51,70,0.29585253456221206
2104,46189.35,0.575,0.7666666666666667,0.46,60,0.2708525345622119
2105,111676.78571428571,0.13675213675213677,0.47058823529411764,0.08,98,-0.16739532868565127
2106,111752.12359550562,0.13675213675213677,0.47058823529411764,0.08,89,-0.16739532868565127
2107,111876.86075949368,0.13793103448275865,0.5,0.08,79,-0.1662164309550294
2108,111967.97101449275,0.14035087719298248,0.5714285714285714,0.08,69,-0.16379658824480556
2109,112150.77966101695,0.14159292035398233,0.6153846153846154,0.08,59,-0.1625545450838057
2110,19581.091836734693,0.05454545454545455,0.3,0.03,98,-0.24960201089233347
2111,20515.426966292136,0.05454545454545455,0.3,0.03,89,-0.24960201089233347
2112,21845.08860759494,0.05454545454545455,0.3,0.03,79,-0.24960201089233347
2113,23116.536231884056,0.055045871559633024,0.3333333333333333,0.03,69,-0.249101593878155
2114,24560.966101694914,0.055045871559633024,0.3333333333333333,0.03,59,-0.249101593878155
2115,109183.1313131313,0.40845070422535207,0.6904761904761905,0.29,99,0.10430323878756403
2116,109151.05555555556,0.3971631205673759,0.6829268292682927,0.28,90,0.09301565512958787
2117,109132.85,0.3432835820895523,0.6764705882352942,0.23,80,0.03913611665176425
2118,109238.31428571428,0.29457364341085274,0.6551724137931034,0.19,70,-0.009573822026935297
2119,109249.95,0.24193548387096772,0.625,0.15,60,-0.06221198156682031
2120,76198.43434343435,0.24242424242424246,0.3076923076923077,0.2,99,-0.061723223013545575
2121,76203.08888888889,0.24691358024691357,0.3225806451612903,0.2,90,-0.05723388519087447
2122,76222.575,0.23899371069182387,0.3220338983050847,0.19,80,-0.06515375474596416
2123,76226.5,0.23684210526315788,0.34615384615384615,0.18,70,-0.06730536017463015
2124,76238.15,0.2328767123287671,0.3695652173913043,0.17,60,-0.07127075310902092
2125,83351.85714285714,0,0.0,0.0,98,-0.30414746543778803
2126,83497.03370786516,0,0.0,0.0,89,-0.30414746543778803
2127,83732.0506329114,0,0.0,0.0,79,-0.30414746543778803
2128,83932.76811594203,0,0.0,0.0,69,-0.30414746543778803
2129,84237.50847457627,0,0.0,0.0,59,-0.30414746543778803
2130,16507.918367346938,0,0,0.0,98,-0.30414746543778803
2131,17276.112359550563,0,0,0.0,89,-0.30414746543778803
2132,18383.493670886077,0,0,0.0,79,-0.30414746543778803
2133,19454.492753623188,0,0,0.0,69,-0.30414746543778803
2134,20731.0,0,0,0.0,59,-0.30414746543778803
2135,81430.9494949495,0.037383177570093455,0.2857142857142857,0.02,99,-0.26676428786769457
