Combo #,Median Image Size,F1 Score, Precision, Recall, Image Count
1949,143173.62711864407,0.0,0.0,0.0,59
1950,1404.7142857142858,0.0,0,0.0,98
1951,1404.7078651685392,0.0,0,0.0,89
1952,1388.506329113924,0.0,0,0.0,79
1953,1405.8840579710145,0.0,0,0.0,69
1954,1401.8983050847457,0.0,0,0.0,59
1955,216898.44444444444,0.0,0.0,0.0,99
1956,216909.6222222222,0.0,0.0,0.0,90
1957,216934.9875,0.0,0.0,0.0,80
1958,216937.12857142856,0.0,0.0,0.0,70
1959,216928.05,0.0,0.0,0.0,60
1960,202124.8383838384,0.0,0.0,0.0,99
1961,202127.7111111111,0.0,0.0,0.0,90
1962,202144.5875,0.0,0.0,0.0,80
1963,202152.45714285714,0.0,0.0,0.0,70
1964,202152.06666666668,0.0,0.0,0.0,60
1965,133867.32653061225,0.0,0.0,0.0,98
1966,133870.80898876404,0.0,0.0,0.0,89
1967,133879.81012658228,0.0,0.0,0.0,79
1968,133880.01449275363,0.0,0.0,0.0,69
1969,133881.54237288135,0.0,0.0,0.0,59
1970,1358.3979591836735,0.0,0,0.0,98
1971,1360.2359550561798,0.0,0,0.0,89
1972,1343.4810126582279,0.0,0,0.0,79
1973,1359.159420289855,0.0,0,0.0,69
1974,1358.9661016949153,0.0,0,0.0,59
1975,202124.8383838384,0.0,0.0,0.0,99
1976,202127.7111111111,0.0,0.0,0.0,90
1977,202144.5875,0.0,0.0,0.0,80
1978,202152.45714285714,0.0,0.0,0.0,70
1979,202152.06666666668,0.0,0.0,0.0,60
1980,176798.21212121213,0.0,0.0,0.0,99
1981,176791.35555555555,0.0,0.0,0.0,90
1982,176795.7125,0.0,0.0,0.0,80
1983,176800.6,0.0,0.0,0.0,70
1984,176807.45,0.0,0.0,0.0,60
1985,117906.89795918367,0.0,0.0,0.0,98
1986,117901.69662921349,0.0,0.0,0.0,89
1987,117902.73417721518,0.0,0.0,0.0,79
1988,117905.63768115942,0.0,0.0,0.0,69
1989,117909.1186440678,0.0,0.0,0.0,59
1990,1117.091836734694,0.0,0,0.0,98
